game_id;game_name;companies;rating;year
8361;"Transformers: Fall of Cybertron";434,10379;76;2016
8430;"Shantae and the Pirate's Curse";1021,9390,832;84;2016
8433;"Lifeless Planet";6352,8300,7796;60;2016
8465;"Volgarr the Viking";4439,4440;72;2016
8472;"Gas Guzzlers Extreme";4445,2776;70;2016
8500;"Futuridium EP Deluxe";4483;52;2016
8595;"Lost Reavers";248,3958,22721;58;2016
8607;"Etrian Mystery Dungeon";818,1217,2488,2262;79;2016
8635;"Alone With You";4606;70;2016
8638;"Ascension: Deckbuilding Game";4608;80;2016
8644;"Assault Android Cactus";4616;78;2016
8650;"Attractio";248;58;2016
8652;"Axiom Verge";4834,4602,10023;80;2016
8654;"ADR1FT";4620,445;76;2016
8713;"Battlefleet Gothic: Armada";5067,110;62;2016
8716;"Postal: Redux";935,28723;65;2016
8740;"The Adventures of Bayou Billy";129;59;2016
8750;"N++";4679;89;2016
8816;"Screencheat";5217;75;2016
8822;"Mitsurugi Kamui Hikae";5273,4363;69;2016
8870;"DROD 4: Gunthro and the Epic Blunder";7835;70;2016
8904;"Westerado: Double Barreled";4714,4440;75;2016
8919;"Renoir";7849,4519,157;50;2016
8925;"Sunless Sea";4157,4602;75;2016
8950;"Grimind";4734,3820;50;2016
8959;"Mutant Mudds Deluxe";4496,6549,12242,12244;82;2016
8965;"Darkest Dungeon";4602,7912;83;2016
8978;"Jetpack Joyride";891,891,4753,2431;72;2016
8983;"Obduction";326;73;2016
8985;"Tetrobot and Co.";4759,4759,1933;78;2016
8991;"DROD RPG: Tendry's Tale";7835;60;2016
9014;"Quadrilateral Cowboy";3921;87;2016
9040;"Metal Assault";12974,7905,12975;-1.0;2016
9106;"The Westport Independent";999,5288;58;2016
9112;"The Book of Unwritten Tales 2";2397,593,753;81;2016
9151;"Super Punch-Out!!";70;86;2016
9177;"P·O·L·L·E·N";4933;55;2016
9179;"Sword Coast Legends";319,17;66;2016
9181;"Warhammer: End Times - Vermintide";860,753;76;2016
9193;"Ratz Instagib";5027,832;-1.0;2016
9194;"Subject 13";594,6169;58;2016
9209;"Capitalism Plus";269,7432;70;2016
9247;"On A Roll";5051;60;2016
9267;"EVE: Valkyrie";853;69;2016
9356;"Highland Warriors";5076,5077,8136,92,157;-1.0;2016
9387;"Blaster Simulator";8136;-1.0;2016
9418;"Back to Bed";6916,6916,6564;70;2016
9425;"Skullgirls";5082,5083,1772,2976,74,10295;78;2016
9458;"Military Life: Tank Simulator";8136;50;2016
9484;"The Next Penelope";12239,1460,5089;71;2016
9497;"140";5088;73;2016
9498;"Deus Ex: Mankind Divided";26,27;80;2016
9523;"OlliOlli2: Welcome to Olliwood";3689;78;2016
9525;"Through the Woods";5101,157;56;2016
9527;"SpeedRunners";5103,5040;76;2016
9546;"Zombie Night Terror";10391,6549,1460;80;2016
9570;"HEX Shards of Fate";18539,9851;75;2016
9591;"AdVenture Capitalist";5129;67;2016
9617;"Lucky's Tale";5142;66;2016
9619;"Pilotwings";70,421;61;2016
9620;"Megadimension Neptunia VII";2252,1956;79;2016
9627;"Gnomoria";5143;85;2016
9629;"Landmark";243,6997;50;2016
9647;"Volume";5152,728;70;2016
9649;"Infinifactory";5154;79;2016
9667;"American Truck Simulator";1443;81;2016
9677;"Tallowmere";5168,709;80;2016
9683;"Dungeon of the Endless";5145;79;2016
9692;"Monster Hunter Stories";37,6071,70;81;2016
9694;"Danganronpa 2: Goodbye Despair";2262,1217,2345;86;2016
9706;"Bleed";5195,5195,5257,2238;73;2016
9721;"Project X Zone 2";1119,248;75;2016
9730;"Firewatch";5213,5212;80;2016
9732;"The Flame in the Flood";5214;77;2016
9741;"Guitar Hero Live";1259,66;79;2016
9764;"Clockwork Empires";2902;54;2016
9767;"Dungeons 2";783,1065,21667;66;2016
9784;"Bridge Constructor";3010,5254;63;2016
9806;"Hyper Light Drifter";4998;86;2016
9812;"Cubot: The Complexity of Simplicity";9345;70;2016
9815;"Fractured Space";5275;68;2016
9827;"Dungeon Hearts";5285,634;50;2016
9870;"Hyperdimension Neptunia U: Action Unleashed";862,2252,1956;71;2016
9871;"Hyperdevotion Noire: Goddess Black Heart";1956,2252,1952;76;2016
9879;"I, Zombie";8255;59;2016
9898;"Total War: Warhammer";111,112,23;87;2016
9901;"Overlord: Fellowship of Evil";115;43;2016
9911;"Winterflame : The Other Side";5323;-1.0;2016
9917;"Republique Remastered";5326,2016;73;2016
9918;"LEGO Jurassic World";50,293;75;2016
9919;"The Technomancer";110,405;66;2016
9927;"Persona 5";818,2488,9969,423;94;2016
9928;"DiRT Rally";115,23;83;2016
9961;"Albedo: Eyes from Outer Space";4726,25748;43;2016
9988;"Atlantis: Pearls of the Deep";9954;70;2016
10030;"Sky Force Anniversary";5368;79;2016
10056;"Blood of the Werewolf";2227;61;2016
10100;"Coffin Dodgers";6940,6218,6940;49;2016
10116;"Croixleur Sigma";5752,6937,6938;63;2016
10229;"Fire Emblem Fates: Special Edition";765,2935,70;83;2016
10279;"Ethan: Meteor Hunter";12239;60;2016
10288;"European Ship Simulator";12084;50;2016
10354;"Killer Instinct";1010,2121,160;76;2016
10605;"Garou: Mark of the Wolves";7700,16923;81;2016
10637;"Offworld Trading Company";533,7084;80;2016
10701;"Pixel Puzzles 2: Birds";3820;50;2016
10706;"Plith";6202;-1.0;2016
10906;"Pokémon Super Mystery Dungeon";1217,70;72;2016
10919;"XCOM 2";377,8,23;84;2016
10960;"Thumper";5842;80;2016
10965;"Need for Speed";1,965;63;2016
11001;"Earth Defense Force 2: Invaders from Planet Space";449,2187,4091,2481,2780;73;2016
11002;"Earth Defense Force 4.1: The Shadow of New Despair";449,2481,4091,2187;77;2016
11004;"Onechanbara Z2: Chaos";862,2187,449;62;2016
11005;"Return to PopoloCrois: A Story of Seasons Fairytale";2187,6071;75;2016
11006;"Senran Kagura: Estival Versus";2187,862,6071;66;2016
11039;"Victoria II: Heart of Darkness";517;-1.0;2016
11059;"Naruto Shippuden: Ultimate Ninja Storm 4";248,2438;76;2016
11064;"Shadow Warrior 2";420,634;77;2016
11065;"Ratchet & Clank";834,45;83;2016
11069;"LEGO Marvel's Avengers";292,50,23,1290;64;2016
11078;"Shantae: Half-Genie Hero";2187,1021;82;2016
11081;"Amplitude";843;76;2016
11093;"Armikrog";6978,2450;66;2016
11118;"Dishonored 2";19,16565;85;2016
11119;"Fallout Shelter";126,7433,16565;66;2016
11131;"ReCore";2343,3226,1010;66;2016
11133;"Dark Souls III";248,1012;87;2016
11148;"Plants vs Zombies: Garden Warfare 2";1,1893;79;2016
11157;"HITMAN";26,10359,439,291,23,290;80;2016
11159;"Edge of Nowhere";834,11586;73;2016
11170;"Unravel";2297,1;81;2016
11172;"TrackMania Turbo";394,104;80;2016
11179;"Skullgirls: 2nd Encore";8207,1218,5082,2976;80;2016
11180;"Robinson: The Journey";249;63;2016
11182;"Enter the Gungeon";8595,634;80;2016
11183;"Ronin";634,12150;67;2016
11186;"Gears of War 4";1010,5961,221;80;2016
11188;"Harvest Moon: Seeds of Memories";716;68;2016
11193;"Hyrule Warriors: Legends";1394,769,70,858;71;2016
11195;"Mario & Luigi: Paper Jam";70,1760;72;2016
11196;"Star Fox Zero";70,852,2850,4034,7902;65;2016
11197;"Yo-Kai Watch";837,70;78;2016
11198;"Rocket League";2095,711;86;2016
11200;"Guns Up!";13634,3644;48;2016
11201;"Kill Strain";2170,45;60;2016
11204;"The Walking Dead: Michonne";294;67;2016
11213;"Star Ocean: Integrity and Faithlessness";1983,26;57;2016
11214;"World of Final Fantasy";26;73;2016
11215;"Runbow";11638,5913,5913,3010;72;2016
11217;"Metroid Prime: Federation Force";70,1054,4034;68;2016
11220;"Mario Tennis: Ultra Smash";784,70;58;2016
11221;"The Solus Project";5359,2914;65;2016
11225;"Typoman";3010,5914,6218,5914;70;2016
11253;"RIGS: Mechanized Combat League";7261,10100;79;2016
11254;"Shadow Of The Beast";5964,45;55;2016
11256;"Bravely Second: End Layer";26,70,2099;74;2016
11258;"Mario & Sonic at the Rio 2016 Olympic Games";1272,70;66;2016
11260;"Armello";6150;73;2016
11276;"The Room Two";5965;80;2016
11292;"Rogue Galaxy";837,400,13634;75;2016
11317;"The Legend of Legacy";2909,2488;66;2016
11320;"Adventure Time: Finn and Jake Investigations";448,1737;68;2016
11328;"Shadow Complex";53,5999,17463;86;2016
11330;"Heroes Never Lose: Professor Puzzler's Perplexing Ploy";7259;60;2016
11340;"AIPD";6015;58;2016
11346;"Her Story";6026;82;2016
11347;"Necropolis";1419,248;65;2016
11349;"Ironcast";6028,2852;68;2016
11366;"Superdimension Neptune vs Sega Hard Girls";3055,2252,1956;78;2016
11368;"Breach & Clear: DEADline";4417,634;62;2016
11394;"Steins;Gate 0";4091,2428,5172;88;2016
11398;"Dead Synchronicity: Tomorrow Comes Today";2248,7217,9213;76;2016
11409;"Submerged";6054;59;2016
11411;"Air";2052,3032,2648,22936,3031,22937;78;2016
11415;"Blues and Bullets";6056;60;2016
11419;"No Pineapple Left Behind";5310;50;2016
11420;"DiscStorm";1466;75;2016
11422;"Sublevel Zero";6194,1466;75;2016
11423;"This Is the Police";10075,9537,4936;64;2016
11435;"6180 The Moon";9399,7620;80;2016
11447;"Guild of Dungeoneering";6057,2450;74;2016
11450;"Warhammer 40,000: Regicide";12764;64;2016
11459;"Stella Glow";818,2092;83;2016
11461;"KanColle Kai";836;-1.0;2016
11488;"Dropsy";6064,634;82;2016
11489;"Arslan: The Warriors of Legend";1394,858;58;2016
11491;"Zombi";1320,104,702;65;2016
11492;"Mafia III";6079,8,73,139;67;2016
11494;"Moero Crystal";2252;-1.0;2016
11502;"Fairy Fencer F: Advent Dark Force";2252,5322,10024,2932;64;2016
11507;"Master of Orion";8091,10696;73;2016
11519;"Net High";6071;-1.0;2016
11527;"Valkyrie Drive: Bhikkhuni";6074,6071;73;2016
11530;"Senran Kagura Bon Appétit!";6074,1772,2187,1773;72;2016
11536;"Senran Kagura: Shinovi Versus";862,1772,1773,2187;71;2016
11540;"Exist Archive: The Other Side of the Sky";1217,1983,2103;67;2016
11545;"Yesterday Origins";5283,370;74;2016
11549;"Zero Escape: Zero Time Dilemma";2103,1217;79;2016
11561;"Silence: The Whispered World 2";2248;75;2016
11562;"Skyhill";6109,6109,2248;65;2016
11563;"Sherlock Holmes: The Devil's Daughter";2410,1803;71;2016
11564;"Gal*Gun: Double Peace";2997,2344,4091;74;2016
11565;"JoJo's Bizarre Adventure: Eyes of Heaven";2438,248;77;2016
11566;"Deep Down";400,37;-1.0;2016
11582;"Stellaris";7466,517;78;2016
11589;"Yomawari: Night Alone";1405,2262;80;2016
11592;"Lara Croft GO";26,12473;83;2016
11593;"World of Warcraft: Legion";51,179;86;2016
11597;"Poly Bridge";6111,6111;72;2016
11598;"Ittle Dew 2";3701,8382;82;2016
11603;"Pac-Man 2: The New Adventures";263;69;2016
11612;"BlazBlue: Chrono Phantasma Extend";1218,2103;87;2016
11613;"BlazBlue: Central Fiction";2103,1218,8944;75;2016
11617;"Breath of Fire";37,37;74;2016
11636;"XBlaze Code: Embryo";2191,1218,2103;66;2016
11637;"XBlaze Lost: Memories";1218,2103;60;2016
11646;"Ziggurat";6999,6135;71;2016
11647;"Woolfe: The Red Hood Diaries";6137;61;2016
11649;"The Park";458;68;2016
11657;"Epistory - Typing Chronicles";6142,1460;77;2016
11658;"Yo-Kai Watch 2: Bony Spirits";837,2850;67;2016
11660;"Yo-Kai Watch 3: Sushi & Tempura";837;77;2016
11666;"Ashes of the Singularity";533,7101;70;2016
11693;"War of the Human Tanks - Limited Operations";6084,6083;70;2016
11719;"Rebel Galaxy";6191,4602;76;2016
11735;"RymdResa";6207;64;2016
11743;"Ray Gigant";248,6919,5324;64;2016
11744;"The Escapists: The Walking Dead";5792,16437;67;2016
11752;"Yahari Game demo Ore no Seishun Love Come ha Machigatteiru. Zoku";2428,6229;-1.0;2016
11753;"Sheltered";10626,16437;61;2016
11775;"Punch Line";2428,4091;50;2016
11778;"Muv-Luv";6230,2428;73;2016
11781;"Muv-Luv Alternative";6230,2428;81;2016
