game_id;game_name;companies;rating;year
13172;"Mad Games Tycoon";6990;80;2019
13174;"Vainglory";6992;70;2019
13197;"Redout";7011,3701,445;72;2019
13205;"ASTRONEER";9437;77;2019
13226;"Keep Talking and Nobody Explodes";7028;86;2019
13542;"Refunct";7047;70;2019
13555;"Indivisible";5082,445;81;2019
13557;"The Legend of Heroes: Trails of Cold Steel";2187,2751,2262;80;2019
13558;"The Legend of Heroes: Trails of Cold Steel II";2262,2751,2187,8207;80;2019
13621;"Manifold Garden";22122;80;2019
13677;"Downwell";9729,634,7078,9729;77;2019
14144;"Final Fantasy X/X-2 HD Remaster";45,26,794;85;2019
14172;"Everspace";7100;80;2019
14307;"The Adventures of Bertram Fiddle: Episode 1 - A Dreadly Business";7177,2172,13930,7177;80;2019
14314;"TerraTech";7179;70;2019
14362;"Detroit: Become Human";261,10100;80;2019
14378;"Praey for the Gods";7201;70;2019
14567;"BlazeRush";2442;63;2019
14685;"Thea: The Awakening";7297,14900;78;2019
14688;"12 is Better than 6";7300,7299,10549;64;2019
14693;"Disaster Report 4: Summer Memories";2262,6567;59;2019
14694;"Shakedown: Hawaii";4014;74;2019
14753;"Ace Combat 5: The Unsung War";263,440,6039;75;2019
14758;"Ace Combat 7: Skies Unknown";419,248;84;2019
15108;"Resident Evil 0";655,37;73;2019
15120;"The Tiny Bang Story";7538;73;2019
15248;"Legend of the Sword";7172,13331;-1.0;2019
15325;"Woodle Tree Adventures";7678,7676;43;2019
15443;"Hurtworld";7719;52;2019
15465;"VA-11 HALL-A: Cyberpunk Bartender Action";11146,7726;86;2019
15488;"KLAUS";7781;71;2019
15823;"Where the Water Tastes Like Wine";7893,6549,6352,6352;61;2019
16300;"Dragon's Dogma: Dark Arisen";37,774;80;2019
16607;"Overland";5462;70;2019
16765;"Type:Rider";8281,5252;77;2019
16781;"OMG Zombies!";2932,8291;60;2019
16912;"LOVE";8397,17632;75;2019
16969;"Naval Action";4420;50;2019
17000;"Stardew Valley";4834,1418,16723,8452,1418;89;2019
17001;"Ashen";11662,22125;83;2019
17012;"Move or Die";8456;79;2019
17032;"Darkwood";8464;76;2019
17035;"Murder Miners";8466;80;2019
17191;"Rex Rocket";8556;50;2019
17355;"XenoRaptor";8657,8658;80;2019
17446;"Battalion 1944";8714,9385;69;2019
17469;"Elea";8772,6999;70;2019
17480;"Eastshade";8776;75;2019
17791;"Tokyo School Life";9014,9015;80;2019
17904;"ShellShock Live";9111;67;2019
18067;"Demon's Crest";37;80;2019
18113;"The Church in the Darkness";10311,18629;52;2019
18132;"Onigiri";9302;70;2019
18182;"Momodora: Reverie Under the Moonlight";14002,4363,9327,6938;87;2019
18200;"Beacon";9339;70;2019
18225;"The Sinking City";1803,2410;73;2019
18653;"A Place for the Unwilling";9491,9514;70;2019
18671;"The Legend of Bum-bo";4672;66;2019
18719;"Nelly Cootalot: The Fowl Fleet";9531,8506;73;2019
18841;"Gibbous - A Cthulhu Adventure";16195;72;2019
18853;"Aragami";4726,9579,9579;74;2019
18859;"Valley";955;69;2019
18860;"Beat Cop";12459,4133;69;2019
18866;"Dead by Daylight";1260,12898;68;2019
18869;"Mages of Mystralia";20922;84;2019
18918;"Northgard";1097;75;2019
18929;"Mosaic";3192,7079;76;2019
18976;"Iron Marines";2761;90;2019
18978;"Table Top Racing: World Tour";9724;50;2019
19060;"Skyworld";4096,20821;60;2019
19088;"Objects in Space";4695,445;80;2019
19130;"Sid Meier's Civilization VI";377,8,73;85;2019
19132;"NightCry";2693,4363;24;2019
19164;"Borderlands 3";8,148;81;2019
19241;"Unravel Two";1,2297;81;2019
19273;"Angry Birds 2";950;69;2019
19293;"Motorsport Manager";112,9948;80;2019
19300;"Deponia Doomsday";2248;79;2019
19311;"Dragon Ball: Raging Blast 2";1053,6330;66;2019
19321;"METAGAL";9960;50;2019
19407;"Rock of Ages 2: Bigger & Boulder";954,2488;66;2019
19449;"Dragon Ball: Xenoverse 2";248,396,774;74;2019
19452;"Wonder Boy: The Dragon's Trap";10315,4501;77;2019
19455;"Final Fantasy XII: The Zodiac Age";26,794;86;2019
19456;"Ori and the Blind Forest: Definitive Edition";5052,1010;87;2019
19466;"Underworld Ascendant";445,10028;31;2019
19474;"Gwent: The Witcher Card Game";908;82;2019
19520;"FAR: Lone Sails";10352,13947;80;2019
19542;"Oxygen Not Included";1005;80;2019
19545;"Observer";73,4598;77;2019
19561;"Days Gone";10019,10100;79;2019
19564;"Death Stranding";10100,170,445,1843;86;2019
19686;"Resident Evil 2";37;90;2019
19819;"Last Year";15304;70;2019
19883;"Back in 1995";10294,4706,10507;48;2019
19934;"RIOT - Civil Unrest";10303,10304,4726;52;2019
19959;"God of War III: Remastered";13634,18658,4357;84;2019
19965;"Tomb Raider: Definitive Edition";552,26,291,823;87;2019
20035;"Koi";7501,17012;60;2019
20046;"Wasteland 2: Director's Cut";423,393;80;2019
20048;"Darksiders II: Deathinitive Edition";10075,825,10075;75;2019
20097;"Spoiler Alert";5040;64;2019
20149;"Hot Lava";1005;70;2019
20150;"Katana ZERO";10318,634;82;2019
20326;"Deliver Us The Moon";10351;78;2019
20329;"Figment";6916;81;2019
20331;"For The King";10354,5048;68;2019
20361;"Steamroll";17667;75;2019
20403;"Niffelheim";18069;67;2019
20632;"Cubixx HD";8291;75;2019
20789;"The Eyes of Ara";10386;82;2019
20874;"Hive Jump";10390;77;2019
20880;"Castle Crashers Remastered";1228;85;2019
20908;"Jalopy";10413,12084;47;2019
20910;"World War Z";946,922,110;72;2019
21083;"Wizardry: Labyrinth of Lost Souls";1383,2187,8207;58;2019
21344;"Jenny LeClue: Detectivu";10428;80;2019
21414;"8-Bit Hordes";67;66;2019
21452;"Chameleon";14087,5343,20827,8563;40;2019
21604;"Old Man's Journey";4226,21289;68;2019
21610;"Phoenix Wright: Ace Attorney Trilogy";37;84;2019
21642;"Totally Accurate Battle Simulator";9453;56;2019
21663;"Sniper Elite III: Ultimate Edition";318,445;84;2019
21758;"Borderlands: Game of the Year Edition";148,8;81;2019
21793;"Home Sweet Home";15634,710,15634;65;2019
21830;"Catan";1214;75;2019
21880;"Final Fantasy X-2 HD Remaster";26;92;2019
21899;"Final Fantasy X: HD Remaster";26;95;2019
21924;"Witch & Hero";10473,6379;77;2019
21998;"Stygian: Reign of the Old Ones";10492,157;72;2019
22002;"Crimson Keep";10496,4726;36;2019
22357;"Steins;Gate: My Darling's Embrace";2946,2428,2428,1217;80;2019
22373;"CASE: Animatronics";10547,10548,10549;45;2019
22387;"Legrand Legacy";10561,10862,7764;72;2019
22397;"Bear With Me";7785;76;2019
22537;"Art Style: AQUIA";1934,70;80;2019
22737;"Strength of the Sword: ULTIMATE";10627,16437;70;2019
22743;"Molecats";10631;80;2019
22771;"Front Line";2426,10671,1440,11176,13589,27611,6416,1440;-1.0;2019
22778;"Outward";6544,3037,423,374;77;2019
22799;"Pawarumi";10684;75;2019
22800;"Oceanhorn 2: Knights of the Lost Realm";10666,2390;80;2019
22917;"GRIS";16175,634;81;2019
23221;"Jamestown+";2739,2739;81;2019
23236;"Cook, Serve, Delicious! 2!!";10803;81;2019
23248;"Frostpunk";4133;86;2019
23275;"Streets of Rogue";10810,5040;82;2019
23372;"Pang Adventures";4501;77;2019
23373;"The Talos Principle: Deluxe Edition";634;92;2019
23409;"Modern Combat 5: Blackout";61;83;2019
23719;"Neverwinter Nights: Enhanced Edition";2,5071;57;2019
23851;"Wandersong";7257,4996;89;2019
23891;"Daymare: 1998";10895,3817;63;2019
24197;"Sally's Law";14034,15281;70;2019
24205;"Windscape";3010,18484;66;2019
24396;"Big Pharma";11005,2448,22441,2448;65;2019
24426;"Forgotton Anne";11285,9385;76;2019
24427;"Sunless Skies";4157;88;2019
24439;"Zenith";11019,9213;58;2019
24444;"Detective Di: The Silk Rose Murders";20851,11975;70;2019
24474;"Masquerada: Songs and Shadows";11145,11146;76;2019
24522;"Corinne Cross's Dead & Breakfast";27145;75;2019
24568;"The Legend of Dark Witch";6379;66;2019
24720;"Smoots World Cup Tennis";1460,20832;50;2019
24834;"Trollskog";21467;60;2019
24856;"Conarium";2776,8665;75;2019
24869;"Resident Evil";37;84;2019
25076;"Red Dead Redemption 2";139,29;93;2019
25081;"Darksiders: Warmastered Edition";10075;80;2019
25082;"Amnesia: Collection";36;78;2019
25252;"Crush Crush";11396;65;2019
25253;"Maldita Castilla EX";6957,2238,11397,11398;84;2019
25268;"Saints Row: The Third - The Full Package";197,7462,423;59;2019
25314;"Unworthy";15554;71;2019
25352;"Outbuddies DX";3010,21868;70;2019
25555;"Shattered: Tale of the Forgotten King";11421;50;2019
25580;"Forager";4996,16862;75;2019
25584;"Knights and Bikes";85,11431;74;2019
25599;"Monster Boy and the Cursed Kingdom";10667,11943;84;2019
25632;"SUPERHOT VR";6072;85;2019
25633;"Morphies Law";13370;60;2019
25648;"AI War 2";16739;70;2019
25657;"Destiny 2";66,620,72,434;79;2019
25661;"The Shrouded Isle";8799;50;2019
25680;"The Little Acre";5048,11788;75;2019
25708;"Blue Reflection";3046,6066,7445,18532;64;2019
25715;"Unearned Bounty";13735;-1.0;2019
25716;"WayOut";11503,9322;80;2019
25776;"One Night Stand";11531,11532;70;2019
25812;"Lost Ember";11553;82;2019
25825;"Jupiter Hell";22123;70;2019
25835;"Karate Champ";2678,1753,25752,2371;-1.0;2019
25871;"Glass Masquerade";11671;71;2019
25901;"My Friend Pedro";634,12722;77;2019
26166;"Dauntless";11656,17463;73;2019
26227;"MechWarrior 5: Mercenaries";233;73;2019
26298;"Sea of Solitude";1,13490;70;2019
26352;"Growtopia";6025,11746;37;2019
26369;"#KILLALLZOMBIES";4753,4753,11753,5257,11754;68;2019
26422;"Airheart - Tales of Broken Wings";11274;72;2019
26472;"Disco Elysium";15094;93;2019
26545;"Combat Core";11803;60;2019
26564;"The Legend of Heroes: Trails of Cold Steel III";2751;87;2019
26565;"Yuppie Psycho";14326,10862;80;2019
26593;"8-Bit Invaders!";67;60;2019
26595;"Access Denied";7399,10507;70;2019
26597;"Pathway";4747,1418;67;2019
26624;"Death Mark";2103,5324;70;2019
26700;"Raging Loop";1281,6485,4091;-1.0;2019
26701;"Turok";3162;63;2019
26715;"STANDBY";10549,11919;60;2019
26732;"Milkmaid of the Milky Way";11923;72;2019
26765;"Octopath Traveler";26,70;83;2019
26776;"Detention";11927,11926;76;2019
26808;"She Remembered Caterpillars";7853,11146,11975;70;2019
26820;"Blasphemous";4809,16437;78;2019
26845;"Fire Emblem: Three Houses";765,70,18532;90;2019
26855;"Dead Cells";11960;87;2019
26933;"Fate/Grand Order VR feat. Mash Kyrielight";16493,18352,6429;-1.0;2019
26948;"DiRT 4";115,23;78;2019
26970;"Minit";634;75;2019
26990;"Infinity: Battlescape";20418;80;2019
27035;"Candleman";12027,12028,24383,12337,14762;83;2019
27055;"Another Eden";12033,14773;-1.0;2019
27069;"The Hong Kong Massacre";12039;52;2019
27092;"GreedFall";405,110;73;2019
27104;"Dandy Dungeon: Legend of Brave Yamada";12055,6574;0;2019
27105;"Warlock's Tower";12056,12057;35;2019
27150;"Minion Masters";2509;36;2019
27186;"Earthfall";12525;58;2019
27192;"My Memory of Us";16222,5966;72;2019
27197;"High Noon Revolver";12457,21647;70;2019
27241;"Shovel Knight: King of Cards";3087;90;2019
27242;"Shovel Knight Showdown";3087;70;2019
27271;"Where Cards Fall";12147,10385;-1.0;2019
27278;"Whispers of a Machine";9730,7079,9508;74;2019
27281;"Gun Gun Pixies";2252,2206;72;2019
27282;"Immortal Planet";12150;70;2019
27283;"Earth Defense Force 5";8127,449,2481;74;2019
27310;"We Were Here";12226;64;2019
27316;"A Plague Tale: Innocence";110,442;82;2019
27323;"Ultrawings";12408;80;2019
27339;"Holy Potatoes! We're in Space?!";832,2248,6924;79;2019
27344;"Barotrauma";17818,10341,2248;60;2019
27346;"Realms of Arkania: Star Trail";9042,8136;-1.0;2019
27357;"Soul Searching";12173;70;2019
27376;"Battle Princess Madelyn";12187,16433;68;2019
27378;"RISE: Race The Future";4591;68;2019
27381;"Solstice Chronicles: MIA";6183,2700,6379;60;2019
27384;"Graveyard Keeper";5040,7914;74;2019
27398;"Genesis Alpha One";12196,16437;55;2019
27431;"Battle Breakers";17463;-1.0;2019
27438;"Blaster Master Zero";251,2344;78;2019
27441;"Wargroove";1418;83;2019
27443;"AWAY: Journey to the Unexpected";12403,12404,1460,21313;52;2019
27445;"Shadows of Adam";12209;79;2019
27487;"Dark Quest 2";12221;65;2019
27499;"Distraint 2";7071,24818;60;2019
27508;"Turok 2: Seeds of Evil Remastered";810,3162;75;2019
27509;"Heaven's Vault";10949;71;2019
27513;"We. The Revolution";10384,15182;67;2019
27531;"Tokyo Dark";9385,12234;79;2019
27568;"Mainlining";4726,20869;70;2019
27569;"Dying: Reborn";12330,7501,11927;46;2019
27604;"Legend of the Skyfish";12260,1493;55;2019
27663;"X-Morph: Defense";4780;81;2019
27698;"Aftercharge";4774;70;2019
27719;"Ape Out";12311,634;79;2019
27726;"Furwind";12302;70;2019
27729;"MORDHAU";12306;82;2019
27732;"Yonder: The Cloud Catcher Chronicles";4726,12308;74;2019
27740;"Exodemon";21668;55;2019
27742;"EarthNight";21221;80;2019
27770;"Rend";12318;50;2019
27781;"Pathologic 2: The Marble Nest";1701,5040;-1.0;2019
27792;"PC Building Simulator";12500,17650,17650;73;2019
27803;"Dead End Job";9341;-1.0;2019
27804;"Phoenix Point";7025;71;2019
27880;"Bomb Chicken";15443;78;2019
27910;"Everything";20651,85;72;2019
27916;"Collection of Mana";26,781;85;2019
27930;"Warhammer Quest 2: The End Times";15337;90;2019
27931;"The Occupation";4996,2513;60;2019
27939;"KINGDOM HEARTS All-In-One Package";26,19281,426;-1.0;2019
27954;"Forged of Blood";12384;64;2019
27975;"Monster Slayers";5257,5269;40;2019
27988;"Planescape: Torment - Enhanced Edition";5071;65;2019
27998;"AT SUNDOWN: Shots In The Dark";2450,12402;60;2019
28009;"Hell Warders";4091,18095;-1.0;2019
28010;"God Eater 3";248,15694,22721;66;2019
28015;"Kamiko";6957,15242,12472;74;2019
28022;"SRD: Super Real Darwin";2678,4468,16812;-1.0;2019
28072;"Megaquarium";11005;71;2019
28076;"HackyZack";12457,4996,5257;72;2019
28079;"AeternoBlade II";2332,4091;-1.0;2019
28129;"Senran Kagura Reflexions";6071,13228,2187;68;2019
28142;"Druidstone: The Secret of the Menhir Forest";12474;85;2019
28168;"Code Vein";2216,248,22721;71;2019
28182;"Reverse Crawl";5269;80;2019
28225;"Police Stories";12554,10549;55;2019
28245;"Zanki Zero: Last Beginning";1217,7727;65;2019
28278;"Catan Universe";12549,8142;-1.0;2019
28309;"Tanzia";12577;68;2019
28310;"Queen's Quest 3: The End of Dawn";9188,5838;70;2019
28337;"13 Sentinels: Aegis Rim";1060,2488,818;91;2019
28418;"ACA NEOGEO WORLD HEROES PERFECT";1474,5346;-1.0;2019
28498;"Hello Lady! Superior Dynamis";4604,18470;-1.0;2019
28509;"Stunt Race FX";773,11705;71;2019
28512;"Risk of Rain 2";11262,1532;83;2019
28548;"Remothered: Tormented Fathers";12683,12684;75;2019
28682;"Pixel Shinobi: Nine demons of Mamoru";31216;70;2019
28730;"Claybook";14919;58;2019
28733;"Iron Snout";23154;48;2019
28760;"Planet RIX-13";10955;35;2019
28772;"Virgo Versus the Zodiac";22732,4706;70;2019
28774;"Eagle Island";16435,12463;64;2019
28794;"Ancestors Legacy";157,3817;74;2019
28810;"Line Rider";30152,30153,30154;-1.0;2019
28818;"Wattam";12712,11662;76;2019
28830;"Snack World: The Dungeon Crawl - Gold";837,797,19893;-1.0;2019
28916;"Hoggy 2";4281;-1.0;2019
28947;"Post War Dreams";8531,3820;-1.0;2019
28952;"Timespinner";12736,1418;78;2019
29009;"Lords Mobile";12746;80;2019
29056;"Fight of Gods";17542,4091;80;2019
29143;"Mighty Gunvolt Burst";2344;77;2019
29144;"Lonely Mountains: Downhill";16337,18535;82;2019
29178;"Shadows 2: Perfidia";17947;70;2019
29238;"Reality Incognita";20214;-1.0;2019
29242;"Shotgun Farmers";9951,31211;80;2019
29271;"NEKOPARA Vol. 3";5325,11872,12180;76;2019
29388;"OVIVO";10955,20785,20785;80;2019
29489;"SmuggleCraft";17624;-1.0;2019
29525;"Hollow";4741,13044;50;2019
29564;"Derail Valley";13064;80;2019
29667;"Trailmakers";13700;50;2019
29783;"Unlucky Seven";9005,10029;50;2019
29791;"Neverout";15665,15666;60;2019
29842;"Spooky's Jump Scare Mansion: HD Renovation";13393;80;2019
29917;"365 Days";21925;-1.0;2019
30112;"MageQuit";25158;70;2019
30154;"Waves 2: Notorious";7051;70;2019
30206;"YIIK: A Postmodern RPG";4999,11146;38;2019
30229;"Bannermen";12763,9116;50;2019
30359;"Just Ignore Them";19920,18754;50;2019
30424;"Queen's Quest 2: Stories of Forgotten Past";5838,9188;90;2019
30491;"Avenger Bird";17946,17947;-1.0;2019
30514;"Detective Gallo";4320,12836;72;2019
30515;"Hyper Jam";17237;35;2019
30522;"Sairento VR";16399,21202,21203;82;2019
30541;"Little Briar Rose";20723;50;2019
30634;"STARDROP";27048;70;2019
30647;"Abandon Ship";13595;69;2019
30947;"Castle of no Escape 2";9301,22713,4594;70;2019
30949;"Pixel Gladiator";9301,22161;60;2019
30988;"SYMMETRY";12548,5966,4602;58;2019
31009;"Party Golf";16334;75;2019
31160;"Super Blood Hockey";19258;80;2019
31180;"Neon Drive";12768;80;2019
31194;"Just Shapes & Beats";13742;91;2019
31198;"Eternal Card Game";12932;70;2019
31439;"GUN GODZ";1653;-1.0;2019
31472;"Revenant Saga";1281,13655;-1.0;2019
31553;"Our World is Ended";4091,2233;34;2019
31627;"Straimium Immortaly";8804,5257;80;2019
31661;"A Duel Hand Disaster: Trackher";12870;-1.0;2019
31866;"Unknown Fate";157,13451,13451;60;2019
31996;"Splash Blast Panic";10931;-1.0;2019
32125;"39 Days to Mars";17660;60;2019
32150;"Woven";22444;70;2019
32246;"Push The Crate";9078;-1.0;2019
32265;"Selma and the Wisp";20926;60;2019
