game_id;game_name;companies;rating;year
8948;"Routine";4732;-1.0;2018
8957;"Millie";4741;60;2018
8965;"Darkest Dungeon";4602,7912;83;2018
9048;"The Journey Down: Chapter One";4777,4602;65;2018
9125;"Fast Striker";5361,5361,2238;61;2018
9136;"Gorogoa";11662,11858;81;2018
9174;"Little Nightmares";747,248;80;2018
9176;"Call of Cthulhu";404,110;65;2018
9182;"We Happy Few";11262,1924;59;2018
9215;"Shiftlings";5978,316;68;2018
9254;"Subnautica";856,2914,2095,11262;83;2018
9369;"Whispering Willows";6564,2345,14952,6563,6563;71;2018
9445;"Transport Giant: Down Under";20313,20314;-1.0;2018
9547;"The Fall";5112;78;2018
9548;"Super Toy Cars";5113;62;2018
9607;"CLANNAD";5325,2052,2648,3032,22936,3031,22937;89;2018
9609;"Distance";5136;88;2018
9643;"Return of the Obra Dinn";1365,15527,15527;92;2018
9658;"Town of Salem";6117;61;2018
9730;"Firewatch";5213,5212;80;2018
9758;"Luckless Seven";5224;-1.0;2018
9760;"Commandos 5";498;-1.0;2018
9789;"RimWorld";6096;81;2018
9808;"Vertical Drop Heroes HD";5269,5257;80;2018
9845;"Frederic: Evil Strikes Back";4741;80;2018
9879;"I, Zombie";8255;59;2018
9896;"Bionic Girl";5316,5316;-1.0;2018
9939;"Abalone";11941;50;2018
9943;"The Universim";5347;60;2018
10030;"Sky Force Anniversary";5368;79;2018
10039;"Superfighters Deluxe";5372;96;2018
10100;"Coffin Dodgers";6940,6218,6940;49;2018
10116;"Croixleur Sigma";5752,6937,6938;63;2018
10140;"Uncanny Valley";5459;62;2018
10148;"Night in the Woods";5462,12300;85;2018
10233;"Brawlhalla";5531;71;2018
10239;"ARK: Survival Evolved";5750,6068,912,2345,3226;71;2018
10255;"Kero Blaster";3923,4363;76;2018
10481;"Kill The Bad Guy";7972;60;2018
10500;"Blazing Star";1474,5675,5346;75;2018
10681;"Alwa's Awakening";15416,10296;77;2018
10745;"Ticket To Ride";5142,5783,1054;71;2018
10949;"Ys Origin";2187,2751,4501;80;2018
10966;"Fathom";11860;-1.0;2018
10973;"The Journey Down: Chapter Two";4777,4602;66;2018
10989;"Three Fourths Home";5257,9433;42;2018
11056;"Persona 4: Dancing All Night";818,2262,248;74;2018
11092;"Anodyne";6180,27073,27072;68;2018
11119;"Fallout Shelter";126,7433,16565;66;2018
11137;"Sea of Thieves";20455,771,17966;66;2018
11161;"South Park: The Fractured But Whole";104,1225,8264,809,537;83;2018
11168;"Super Noah's Ark 3D";12540,5909;-1.0;2018
11176;"Crossing Souls";9583,634;76;2018
11200;"Guns Up!";13634,3644;48;2018
11204;"The Walking Dead: Michonne";294;67;2018
11208;"NieR: Automata";852,26;90;2018
11215;"Runbow";11638,5913,5913,3010;72;2018
11222;"Windjammers";4501,2678,1474;83;2018
11225;"Typoman";3010,5914,6218,5914;70;2018
11250;"Shift Happens";5963,2172;80;2018
11260;"Armello";6150;73;2018
11290;"Trivial Pursuit Live!";399,3263;80;2018
11318;"Corpse Party: Book of Shadows";5846,2428,2187;74;2018
11364;"Warhammer 40,000: Inquisitor - Martyr";1243,1803;67;2018
11394;"Steins;Gate 0";4091,2428,5172;88;2018
11397;"Yakuza 0";14150,19967,112,112;87;2018
11423;"This Is the Police";10075,9537,4936;64;2018
11435;"6180 The Moon";9399,7620;80;2018
11450;"Warhammer 40,000: Regicide";12764;64;2018
11544;"Paladins";2499,18747;78;2018
11545;"Yesterday Origins";5283,370;74;2018
11562;"Skyhill";6109,6109,2248;65;2018
11580;"Orphan";6095,16291;60;2018
11602;"Road Redemption";6113,946,11883,6115,743;72;2018
11625;"The Room";5965,5965,16437;83;2018
11633;"Sky Rogue";6128;80;2018
11655;"euphoria";5188,14147,20877,6141;-1.0;2018
11659;"Yo-Kai Watch Blasters: Red Cat Corps";837,2850,4034;60;2018
11660;"Yo-Kai Watch 3: Sushi & Tempura";837;77;2018
11667;"Dragon Quest XI: Echoes of an Elusive Age";2161,11740,26;84;2018
11710;"60 Parsecs!";6187;44;2018
11753;"Sheltered";10626,16437;61;2018
11775;"Punch Line";2428,4091;50;2018
11778;"Muv-Luv";6230,2428;73;2018
11781;"Muv-Luv Alternative";6230,2428;81;2018
11798;"Evoland 2";1097,11360,1097;79;2018
11800;"Divinity: Original Sin II";510;90;2018
11839;"Sword Art Online Re: Hollow Fragment";6351,3958;73;2018
11840;"The King's Bird";6352,15257;69;2018
11842;"Sword Art Online: Lost Song";1221,3958;74;2018
12028;"D/Generation";489,15196;-1.0;2018
12070;"Party Hard";12049,5040;65;2018
12263;"Sono Hanabira ni Kuchizuke o: Michael no Otome-tachi";6407;-1.0;2018
12314;"Moon Patrol";1121,5896,2406,6364,4126,17183,1839,2067;80;2018
12479;"Starquake";7790,11745,11485,11744;100;2018
12502;"Zarvot";6535;-1.0;2018
12511;"Battle Chasers: Nightwar";10075,6542;81;2018
12517;"Undertale";6545,23459;92;2018
12527;"Yakuza 6: The Song of Life";112,14150;84;2018
12597;"Owlboy";6999,6560;83;2018
12598;"The Aquatic Adventure of the Last Human";6561;72;2018
12639;"7'scarlet";4607,1956,2103,5620,2923;70;2018
12643;"Fortissimo";4607,1956,21177;-1.0;2018
12814;"Subaeria";6577;58;2018
12880;"Holy Potatoes! A Weapon Shop?!";832,6924,6924;75;2018
12900;"Tunnel B1";287,17590;60;2018
12979;"Blacksea Odyssey";13307,5257,10122,10122,10122;80;2018
12982;"Total War: Arena";111,12387;-1.0;2018
13062;"Labyrinth of Refrain: Coven of Dusk";1405,2262;75;2018
13143;"The Sims 4: Get to Work";1,283,1505;75;2018
13144;"The Sims 4: Get Together";1,1505,283;70;2018
13145;"The Sims 4: Outdoor Retreat";1,1505,283;65;2018
13150;"The Sims 4: Spooky Stuff";1,1505,283;68;2018
13163;"Syberia 3";3906,594,5283;53;2018
13171;"Read Only Memories";6988;81;2018
13223;"Albert and Otto - The Adventure Begins";5257,7026,7027;63;2018
13226;"Keep Talking and Nobody Explodes";7028;86;2018
13557;"The Legend of Heroes: Trails of Cold Steel";2187,2751,2262;80;2018
13558;"The Legend of Heroes: Trails of Cold Steel II";2262,2751,2187,8207;80;2018
14292;"Baldur's Gate: Siege of Dragonspear";5071;61;2018
14307;"The Adventures of Bertram Fiddle: Episode 1 - A Dreadly Business";7177,2172,13930,7177;80;2018
14314;"TerraTech";7179;70;2018
14360;"1979 Revolution: Black Friday";1362,6658,5257,6658;75;2018
14362;"Detroit: Become Human";261,10100;80;2018
14365;"Boundless";4748,4748,9385;70;2018
14385;"Aperion Cyberstorm";7204;-1.0;2018
14390;"Outlast II";1380;76;2018
14403;"Dead Secret";7214;80;2018
14404;"Kona";7215,9043;74;2018
14580;"INK";5257,13292;78;2018
14593;"Hollow Knight";7263,7263;91;2018
14693;"Disaster Report 4: Summer Memories";2262,6567;59;2018
14705;"Rising Thunder";2414,2414;-1.0;2018
14748;"Ni no Kuni II: Revenant Kingdom";248,837;81;2018
14760;"Death's Gambit";4440,7397,16242;65;2018
14761;"Rain World";4440,7398;58;2018
14764;"One More Dungeon";10507,7399,7399;60;2018
14891;"World Conqueror 3";7446;90;2018
14904;"Starship Corporation";2776,10925;50;2018
15063;"Zen Bound 2";7526;75;2018
15136;"Storm in a Teacup";5265,832;70;2018
15140;"Ms. Splosion Man";1973,1010,7540,2121;82;2018
15389;"Crashlands";7693;75;2018
15414;"Monster Loves You!";7711,7448,7712;69;2018
15457;"Ys: Memories of Celceta";2751,2187,2262;81;2018
15462;"Spy Chameleon";3913,7725;67;2018
15465;"VA-11 HALL-A: Cyberpunk Bartender Action";11146,7726;86;2018
15572;"Psychonauts in the Rhombus of Ruin";7985,85;78;2018
15823;"Where the Water Tastes Like Wine";7893,6549,6352,6352;61;2018
15853;"Armored Warfare";47,3980,7903;65;2018
15909;"The Bug Butcher";7908;74;2018
15911;"The Journey Down: Chapter Three";4602,4777;77;2018
15931;"Punch Club";7914,5040;73;2018
16125;"Server Tycoon";8450;-1.0;2018
16136;"The Final Station";10595,5040;73;2018
16282;"Toki Tori 2+";6999,2345,1108;79;2018
16287;"Slime Rancher";8024,16242;77;2018
16493;"Another World: 20th Anniversary Edition";8122,4501,110;69;2018
16608;"FEIST";8172,5462;68;2018
16648;"Unholy Heights";8194;80;2018
16654;"TorqueL";8197,8198,8199;-1.0;2018
16679;"Maia";8218,8219;50;2018
16751;"Super Ultra Kogal";8032;-1.0;2018
16840;"Saturday Morning RPG";15361,4417;90;2018
16843;"Villagers and Heroes";8330;-1.0;2018
16991;"Detached";8444;76;2018
16994;"Road to Ballhalla";8445,5040;74;2018
16999;"Conan Exiles";458,374;69;2018
17000;"Stardew Valley";4834,1418,16723,8452,1418;89;2018
17001;"Ashen";11662,22125;83;2018
17026;"Furi";8460;79;2018
17027;"Crush Your Enemies";8461,6549;73;2018
17036;"Tech Executive Tycoon";8467;30;2018
17138;"Enigmatis 2: The Mists of Ravenwood";8290;72;2018
17139;"Nightmares from the Deep 2: The Siren's Call";5838;70;2018
17140;"Nightmares from the Deep 3: Davy Jones";5838;66;2018
17207;"Pit People";1228;66;2018
17244;"Ghost Theory";8410;-1.0;2018
17379;"Miscreated";8671;59;2018
17432;"Call to Arms";780;50;2018
17469;"Elea";8772,6999;70;2018
17479;"The Wild Eight";10549;70;2018
17497;"Sky Gamblers: Storm Raiders";8789;80;2018
17520;"Bloons TD 5";8810;70;2018
17686;"Dig or Die";8941;80;2018
17747;"Burnstar";187,11262;70;2018
17783;"Assassin's Creed: Origins - The Curse of the Pharaohs";104,38;84;2018
17828;"20XX";9050,7540;73;2018
17895;"Starlight Drifter";10527,21718;70;2018
17929;"Salt";9133;80;2018
18006;"The Swindle";5111,5048;67;2018
18088;"Insurgency: Sandstorm";110,3150;79;2018
18092;"SkyScrappers";7205;55;2018
18094;"Z1: Battle Royale";6997;70;2018
18149;"Jotun: Valhalla Edition";7097;72;2018
18158;"Ultimate Chicken Horse";9312;78;2018
18164;"Defunct";6999,14027;60;2018
18167;"Hello Neighbor";9317,5040;38;2018
18182;"Momodora: Reverie Under the Moonlight";14002,4363,9327,6938;87;2018
18200;"Beacon";9339;70;2018
18222;"The Room Three";5965,5965;76;2018
18234;"Need to Know";9363;50;2018
18279;"BATTLETECH";1419,517;81;2018
18280;"Them's Fightin' Herds";9373;80;2018
18281;"Sentree";9374;-1.0;2018
18289;"Möira";9381;-1.0;2018
18338;"Shoppe Keep";12084,14946;56;2018
18354;"City of the Shroud";9406;-1.0;2018
18378;"Blind";9419,2478;70;2018
18387;"Genital Jousting";2603,634;64;2018
18389;"DEADBOLT";1532;77;2018
18435;"Frozen Synapse 2";9432;72;2018
18436;"To Azimuth";5257,9433,12942;-1.0;2018
18452;"GRIP";9441,13699,12817;53;2018
18454;"Goetia";4741,26,9442;80;2018
18484;"Clustertruck";9453,5040;72;2018
18492;"In Between";9458,3010;74;2018
18532;"Ice Hockey";773,70;72;2018
18544;"Eternam";720;-1.0;2018
18645;"Hand of Fate 2";15606,4824;73;2018
18656;"Bunker Punks";9516;80;2018
18661;"Necromancer";9466;-1.0;2018
18688;"Manual Samuel";5048,11327;65;2018
18774;"Keeper And The Soldier";2917;-1.0;2018
18828;"No Thing";4741,9572;41;2018
18853;"Aragami";4726,9579,9579;74;2018
18854;"Let It Die";845,8965;67;2018
18871;"Parkitect";12973;82;2018
18907;"8-Bit Armies";67,6999;80;2018
18918;"Northgard";1097;75;2018
18967;"Valkyria Chronicles Remastered";12686,2676;88;2018
18970;"Budget Cuts";11888,11888;60;2018
19000;"The Walking Dead: A New Frontier";294;73;2018
19002;"GoNNER";7079,9735;77;2018
19055;"'n Verlore Verstand";22109,22110;70;2018
19083;"Drawful 2";3697;79;2018
19088;"Objects in Space";4695,445;80;2018
19130;"Sid Meier's Civilization VI";377,8,73;85;2018
19132;"NightCry";2693,4363;24;2018
19150;"Vagante";14964;83;2018
19167;"Asemblance";9866;62;2018
19168;"Narcosis";10844;78;2018
19241;"Unravel Two";1,2297;81;2018
19297;"Ken Follett's: The Pillars of the Earth";2248;73;2018
19301;"The Long Journey Home";9949,2248;63;2018
19345;"Moto Racer 4";3369,3906,5283;59;2018
19388;"Fable Fortune";10006,2581;58;2018
19453;"Agony";10319,9005;43;2018
19455;"Final Fantasy XII: The Zodiac Age";26,794;86;2018
19466;"Underworld Ascendant";445,10028;31;2018
19469;"Sky Force Reloaded";14478;82;2018
19474;"Gwent: The Witcher Card Game";908;82;2018
19520;"FAR: Lone Sails";10352,13947;80;2018
19525;"Fe";2219,1,14369;71;2018
19541;"State of Decay 2";1433,1010;70;2018
19544;"Killing Floor: Incursion";743;60;2018
19560;"God of War";10100,4357;96;2018
19565;"Marvel's Spider-Man";834,10100;89;2018
19635;"Naruto: Ultimate Ninja Storm";2438,248;75;2018
19708;"Lost Sea";2238,10507;60;2018
19786;"Mushroom Wars 2";9533;71;2018
19814;"Dungeon Village";10218;-1.0;2018
19815;"Game Dev Story";10218;70;2018
19851;"Anima: Gate of Memories";15609,9213;56;2018
19864;"Mary Skelter: Nightmares";2252,1956,10024,2932;77;2018
19874;"Mega Man Legacy Collection";37,888;88;2018
19877;"Squids Odyssey";8460;74;2018
19888;"Cubikolor";1460,25889;50;2018
19892;"Grand Prix Rock 'N Racing";3913;35;2018
19893;"Azkend 2: The World Beneath";3152;63;2018
19915;"Sorcery Saga: Curse of the Great Curry God";2103,2252,2932,1956,832,4228;55;2018
19935;"Wizard of Legend";4996,10305;72;2018
19962;"Legend of Kay Anniversary";753,10075,8892;60;2018
19976;"Tachyon Project";5113;58;2018
20046;"Wasteland 2: Director's Cut";423,393;80;2018
20123;"State of Mind";2248;69;2018
20180;"The Piano";10334;50;2018
20329;"Figment";6916;81;2018
20330;"Flinthook";2688;80;2018
20331;"For The King";10354,5048;68;2018
20342;"Toby: The Secret Mine";3010,11976,11976;65;2018
20393;"NORTH";14862,10955;55;2018
20394;"Air Missions: HIND";16436,6999,2941;79;2018
20395;"Dungeon Rushers";1460,10870,10870,11975;55;2018
20403;"Niffelheim";18069;67;2018
20454;"Pinstripe";12663,5169;77;2018
20459;"Rick and Morty: Virtual Rick-ality";1661,4440;66;2018
20487;"World War II Online: Battleground Europe";13557;72;2018
20545;"Devil May Cry 3: Dante's Awakening – Special Edition";37;89;2018
20734;"Devil May Cry HD Collection";774,37;86;2018
20744;"Ōkami HD";2055,2670,37;89;2018
20789;"The Eyes of Ara";10386;82;2018
20875;"Project Highrise";10415,4643;74;2018
20908;"Jalopy";10413,12084;47;2018
20909;"The First Tree";15241,15240;67;2018
20927;"911 Operator";15291,9005,10634;73;2018
20950;"Lifeless Planet: Premier Edition";6352;61;2018
20957;"Three Fourths Home: Extended Edition";5257,9433;65;2018
20981;"Paranautical Activity";10417,5257;59;2018
21014;"Zero Gunner 2";4228;82;2018
21090;"Spectral Force Genesis";833;55;2018
21318;"D/Generation HD";14358;50;2018
21604;"Old Man's Journey";4226,21289;68;2018
21623;"Tricky Towers";4602,4595;72;2018
21634;"Death Road to Canada";13737,9935,9935;68;2018
21706;"Damascus Gear: Operation Tokyo";1218;76;2018
21709;"Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst";6330,2438;78;2018
21767;"The Count Lucanor";4726,10507,14326,14326;64;2018
21793;"Home Sweet Home";15634,710,15634;65;2018
21961;"FOX n FORESTS";10479,4936,2257;71;2018
21965;"Miyamori";11283;-1.0;2018
21989;"Guns of Icarus Alliance";1448;62;2018
21994;"Super Daryl Deluxe";10490;69;2018
22002;"Crimson Keep";10496,4726;36;2018
22035;"Operation Hardcore";15638,15639;-1.0;2018
22356;"Fishing: Barents Sea";10541,1552;63;2018
22359;"The Adventure Pals";13394,15232;73;2018
22375;"Strikers Edge";10552;67;2018
22387;"Legrand Legacy";10561,10862,7764;72;2018
22537;"Art Style: AQUIA";1934,70;80;2018
22554;"Potions: A Curious Tale";10590;-1.0;2018
22689;"Sunless Sea: Zubmariner";4157,4602;90;2018
22703;"Metal Gear Survive";129;46;2018
22737;"Strength of the Sword: ULTIMATE";10627,16437;70;2018
22747;"Book of Demons";10635;85;2018
22749;"The Karters";10636;40;2018
22756;"Valkyrie Profile: Lenneth";1983,26;80;2018
22771;"Front Line";2426,10671,1440,11176,13589,27611,6416,1440;-1.0;2018
22791;"Princess Connect! Re:Dive";6181,6333;-1.0;2018
22793;"KURSK";8660;40;2018
22799;"Pawarumi";10684;75;2018
22818;"The Wardrobe";4483,10691,4320;80;2018
22917;"GRIS";16175,634;81;2018
22964;"Assassin's Creed: Origins - The Hidden Ones";104,38;80;2018
23188;"Immortal Redneck";10702;70;2018
23193;"Battlerite";1109;81;2018
23224;"Rock Boshers DX: Director's Cut";4614;75;2018
23236;"Cook, Serve, Delicious! 2!!";10803;81;2018
23245;"ChromaGun";10807;72;2018
23248;"Frostpunk";4133;86;2018
23314;"Asphalt 9: Legends";61;70;2018
23330;"Nine Parchments";2729;69;2018
23425;"Demetrios: The BIG Cynical Adventure";11699;63;2018
23479;"Baseball Riot";3152;59;2018
23499;"Earth's Dawn";10848,832;78;2018
23667;"Go Vacation";70,8134,6330,248;70;2018
23719;"Neverwinter Nights: Enhanced Edition";2,5071;57;2018
23797;"Rad Rodgers: World One";1134,224,10075;65;2018
23835;"Absolute Drift: Zen Edition";3821,6100,4697;70;2018
23851;"Wandersong";7257,4996;89;2018
23905;"Starpoint Gemini Warlords";2776,5206,5206;63;2018
23993;"Marooners";3957;60;2018
24017;"The Bunker";10836,10943,10942,6218;65;2018
24046;"Spacejacked";21100,24818;75;2018
24069;"Dragon Quest Builders";26;81;2018
24197;"Sally's Law";14034,15281;70;2018
24373;"The Sims 4: Dine Out";283,1,1505;70;2018
24400;"Dissidia Final Fantasy Opera Omnia";26,769,858;-1.0;2018
24426;"Forgotton Anne";11285,9385;76;2018
24428;"Sundered";7097;84;2018
24442;"DimensionsVS";15958;-1.0;2018
24446;"Lichtspeer";5047,11024,11024;62;2018
24462;"Touhou: Scarlet Curiosity";11254,11255,2187;64;2018
24463;"Wheels of Aurelia";4483,7829,7829;54;2018
24469;"Violent Sol Worlds";10911;-1.0;2018
24478;"TRUMPET";11148;-1.0;2018
24482;"Nidhogg 2";2462;74;2018
24501;"Burly Men at Sea";11153,1460;71;2018
24517;"Beard Blade";11160;-1.0;2018
24569;"Devious Dungeon";10507,4697,15358,13017,10507;70;2018
24624;"RPG Maker MV";4706,2262,836;72;2018
24626;"ClusterPuck 99";9426,13466,13466;58;2018
24703;"Dungeon of Zaar";11192,1460;-1.0;2018
24765;"Dead Age";7965,3010;68;2018
24790;"CEO Test";11195;-1.0;2018
24838;"Shu";9426;72;2018
24868;"Polybius";7473;70;2018
24909;"The Witch and the Hundred Knight 2";1405,2262;63;2018
24939;"Lost God";11273;-1.0;2018
24950;"Memory of a Broken Dimension";21149;-1.0;2018
24989;"HellSign";11306;70;2018
25001;"Island Tribe 3";21788;80;2018
25068;"The Alliance Alive";818,2909,11757,2909,739;75;2018
25071;"Magical Brickout";11328,9147,11328;-1.0;2018
25076;"Red Dead Redemption 2";139,29;93;2018
25082;"Amnesia: Collection";36;78;2018
25083;"Lego Harry Potter Collection";292,14055;76;2018
25086;"Pirate Pop Plus";11329,5913;64;2018
25170;"Badass Hero";8255;70;2018
25205;"Floatlands";11385;-1.0;2018
25210;"Disc Jam";11386;73;2018
25213;"Songbringer";748,11387,11387;66;2018
25214;"Passpartout: The Starving Artist";11388;62;2018
25218;"Outreach";11389,6549;-1.0;2018
25234;"There Is a Way";11391;-1.0;2018
25237;"Echoplex";14947,12337;70;2018
25260;"DUSK";9166,9190;85;2018
25264;"The Infectious Madness of Doctor Dekker";6218,16720;70;2018
25311;"Star Control: Origins";533;75;2018
25314;"Unworthy";15554;71;2018
25361;"Halloween Forever";11428;81;2018
25577;"Oh...Sir!! The Insult Simulator";6549,8461;66;2018
25597;"Vigilantes";9123;70;2018
25599;"Monster Boy and the Cursed Kingdom";10667,11943;84;2018
25608;"SiviCITY";11436;-1.0;2018
25623;"Monster Hunter Generations Ultimate";37;80;2018
25633;"Morphies Law";13370;60;2018
25640;"Octogeddon";14015;75;2018
25653;"The Escapists 2";5792,16437;75;2018
25656;"Senran Kagura: Peach Beach Splash";782,862;63;2018
25658;"Runner3";3701,6017;61;2018
25675;"Wild Guns Reloaded";716,13980;79;2018
25702;"Acceleration of SUGURI 2";6082,6083;30;2018
25709;"Seven Days";11496,6083;35;2018
25715;"Unearned Bounty";13735;-1.0;2018
25746;"Dark Rose Valkyrie";2252,1956,10024;54;2018
25816;"bit Dungeon+";11550,11551;54;2018
25866;"The American Dream";5217;64;2018
25877;"Pokémon: Let's Go, Pikachu!";70,1617;76;2018
